,Title,Description,Short_description,Category,CategoryID
40,"Trump, called an unethical liar in book, blasts ex-FBI chief as 'slime ball'","WASHINGTON/NEW YORK (Reuters) - President Donald Trump attacked James Comey as a ""weak and untruthful slime ball"" on Friday after the fired former FBI director castigated him as an unethical liar and likened him to a mob moss in a searing new memoir.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2qm974nWj2Y:zduCPIY93_Y:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2qm974nWj2Y:zduCPIY93_Y:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=2qm974nWj2Y:zduCPIY93_Y:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2qm974nWj2Y:zduCPIY93_Y:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=2qm974nWj2Y:zduCPIY93_Y:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/2qm974nWj2Y"" height=""1"" width=""1"" alt=""""/>","President Donald Trump attacked James Comey as a ""weak and untruthful slime ball"" on Friday after the fired former FBI director castigated him as an unethical liar and likened him to a mob moss in a searing new memoir.",politicsNews,4
41,Stormy Daniels' lawyer joins fight over Trump lawyer's files,"(Reuters) - A lawyer for adult film star Stormy Daniels argued in a court hearing on Friday that materials seized by federal investigators from U.S. President Donald Trump's personal lawyer may concern his client, who claims the president slept with her.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2Kxu1Dste5k:JXT3ME0Ktas:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2Kxu1Dste5k:JXT3ME0Ktas:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=2Kxu1Dste5k:JXT3ME0Ktas:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2Kxu1Dste5k:JXT3ME0Ktas:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=2Kxu1Dste5k:JXT3ME0Ktas:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/2Kxu1Dste5k"" height=""1"" width=""1"" alt=""""/>","A lawyer for adult film star Stormy Daniels argued in a court hearing on Friday that materials seized by federal investigators from U.S. President Donald Trump's personal lawyer may concern his client, who claims the president slept with her.",politicsNews,4
42,House Speaker Ryan endorses McCarthy as successor: NBC interview,"WASHINGTON (Reuters) - U.S. House Speaker Paul Ryan endorsed Republican House Majority Leader Kevin McCarthy to be his successor, NBC News reported on Friday.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=XfbUbv9iHTw:F0ZzdGzehuU:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=XfbUbv9iHTw:F0ZzdGzehuU:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=XfbUbv9iHTw:F0ZzdGzehuU:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=XfbUbv9iHTw:F0ZzdGzehuU:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=XfbUbv9iHTw:F0ZzdGzehuU:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/XfbUbv9iHTw"" height=""1"" width=""1"" alt=""""/>","U.S. House Speaker Paul Ryan endorsed Republican House Majority Leader Kevin McCarthy to be his successor, NBC News reported on Friday.",politicsNews,4
43,Lawmakers question FBI over San Bernardino suit against Apple,"(Reuters) - A bipartisan group of lawmakers in the U.S. House of Representatives on Friday sent a letter to FBI Director Christopher Wray questioning the law enforcement agency's decision to take Apple Inc to court to force the company to help unlock a mass shooter's iPhone.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=qJMBQB2aJ8w:QSR2DP1c0-U:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=qJMBQB2aJ8w:QSR2DP1c0-U:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=qJMBQB2aJ8w:QSR2DP1c0-U:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=qJMBQB2aJ8w:QSR2DP1c0-U:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=qJMBQB2aJ8w:QSR2DP1c0-U:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/qJMBQB2aJ8w"" height=""1"" width=""1"" alt=""""/>",A bipartisan group of lawmakers in the U.S. House of Representatives on Friday sent a letter to FBI Director Christopher Wray questioning the law enforcement agency's decision to take Apple Inc to court to force the company to help unlock a mass shooter's iPhone.,politicsNews,4
44,Trump lawyer arranged payoff to Playboy Playmate for Republican fundraiser: source,"WASHINGTON (Reuters) - President Donald Trump's personal lawyer arranged for a $1.6 million payment to a Playboy Playmate to keep secret her sexual relationship with a top Republican fundraiser and ally of Trump, a person familiar with the matter said.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=JFnvq_J2_bA:dFBiAwLbkDg:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=JFnvq_J2_bA:dFBiAwLbkDg:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=JFnvq_J2_bA:dFBiAwLbkDg:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=JFnvq_J2_bA:dFBiAwLbkDg:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=JFnvq_J2_bA:dFBiAwLbkDg:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/JFnvq_J2_bA"" height=""1"" width=""1"" alt=""""/>","President Donald Trump's personal lawyer arranged for a $1.6 million payment to a Playboy Playmate to keep secret her sexual relationship with a top Republican fundraiser and ally of Trump, a person familiar with the matter said.",politicsNews,4
45,DOJ inspector general report cites FBI's McCabe for misconduct,"WASHINGTON (Reuters) - The U.S. Department of Justice's inspector general disclosed a report on Friday that concluded that former FBI Deputy Director Andrew McCabe had repeatedly misled investigators about his role in giving information to a reporter.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=zsmMb3Cep04:hDTJmg6R7tI:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=zsmMb3Cep04:hDTJmg6R7tI:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=zsmMb3Cep04:hDTJmg6R7tI:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=zsmMb3Cep04:hDTJmg6R7tI:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=zsmMb3Cep04:hDTJmg6R7tI:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/zsmMb3Cep04"" height=""1"" width=""1"" alt=""""/>",The U.S. Department of Justice's inspector general disclosed a report on Friday that concluded that former FBI Deputy Director Andrew McCabe had repeatedly misled investigators about his role in giving information to a reporter.,politicsNews,4
46,Trump says U.S. will only rejoin Pacific trade pact if terms are improved,"WASHINGTON/TOKYO (Reuters) - U.S. President Donald Trump said the United States would only join the Trans Pacific Partnership, a multinational trade deal his administration walked away from last year, if it offered ""substantially better"" terms than those provided under previous negotiations.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=0C0r9bzDKEc:_lgmH2u7IPQ:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=0C0r9bzDKEc:_lgmH2u7IPQ:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=0C0r9bzDKEc:_lgmH2u7IPQ:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=0C0r9bzDKEc:_lgmH2u7IPQ:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=0C0r9bzDKEc:_lgmH2u7IPQ:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/0C0r9bzDKEc"" height=""1"" width=""1"" alt=""""/>","U.S. President Donald Trump said the United States would only join the Trans Pacific Partnership, a multinational trade deal his administration walked away from last year, if it offered ""substantially better"" terms than those provided under previous negotiations.",politicsNews,4
47,Struggle to replace Ryan could blow up Congress budget deal,"WASHINGTON (Reuters) - A six-month budget truce stitched together by Congress in March could unravel if Republican leaders vying to replace U.S. House of Representatives Speaker Paul Ryan indulge party conservatives who want to renege on critical parts of the pact.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2QHaWeS4aSA:TFcG7M146cc:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2QHaWeS4aSA:TFcG7M146cc:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=2QHaWeS4aSA:TFcG7M146cc:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=2QHaWeS4aSA:TFcG7M146cc:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=2QHaWeS4aSA:TFcG7M146cc:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/2QHaWeS4aSA"" height=""1"" width=""1"" alt=""""/>",A six-month budget truce stitched together by Congress in March could unravel if Republican leaders vying to replace U.S. House of Representatives Speaker Paul Ryan indulge party conservatives who want to renege on critical parts of the pact.,politicsNews,4
48,Trump's consumer watchdog chief vents about 'leaked' information: memo,"WASHINGTON (Reuters) - The top U.S. watchdog for protecting consumers against financial abuse on Thursday blamed employees for ""leaking"" information about cases that he had dropped or was aiming to settle, according to an internal memo reviewed by Reuters.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=sxjdwU0bs5o:T6ZC1LeEeaE:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=sxjdwU0bs5o:T6ZC1LeEeaE:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=sxjdwU0bs5o:T6ZC1LeEeaE:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=sxjdwU0bs5o:T6ZC1LeEeaE:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=sxjdwU0bs5o:T6ZC1LeEeaE:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/sxjdwU0bs5o"" height=""1"" width=""1"" alt=""""/>","The top U.S. watchdog for protecting consumers against financial abuse on Thursday blamed employees for ""leaking"" information about cases that he had dropped or was aiming to settle, according to an internal memo reviewed by Reuters.",politicsNews,4
49,Trump now less likely to sit for Mueller interview: sources,"WASHINGTON (Reuters) - An interview of U.S. President Donald Trump by special counsel Robert Mueller was less likely after this week's FBI raids on Trump's personal lawyer, two people familiar with the matter said on Thursday.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=cOVpvZy4XuU:YjOxTNs8_o8:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=cOVpvZy4XuU:YjOxTNs8_o8:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=cOVpvZy4XuU:YjOxTNs8_o8:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/Reuters/PoliticsNews?a=cOVpvZy4XuU:YjOxTNs8_o8:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Reuters/PoliticsNews?i=cOVpvZy4XuU:YjOxTNs8_o8:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/Reuters/PoliticsNews/~4/cOVpvZy4XuU"" height=""1"" width=""1"" alt=""""/>","An interview of U.S. President Donald Trump by special counsel Robert Mueller was less likely after this week's FBI raids on Trump's personal lawyer, two people familiar with the matter said on Thursday.",politicsNews,4
50,Wall Street eyes earnings stabilizer after FAANG stocks wobble,"(Reuters) - Wall Street is hoping that first-quarter earnings growth and corporate forecasts are strong enough to bring the FAANG group of stocks back into favor and take the spotlight off worries that caused the recent sell-off in the high-flying group.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=WBFIN23VpFE:YCyjiaDuEFA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=WBFIN23VpFE:YCyjiaDuEFA:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=WBFIN23VpFE:YCyjiaDuEFA:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=WBFIN23VpFE:YCyjiaDuEFA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=WBFIN23VpFE:YCyjiaDuEFA:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/WBFIN23VpFE"" height=""1"" width=""1"" alt=""""/>",Wall Street is hoping that first-quarter earnings growth and corporate forecasts are strong enough to bring the FAANG group of stocks back into favor and take the spotlight off worries that caused the recent sell-off in the high-flying group.,businessNews,0
51,"Musk insists Tesla does not need more capital, predicts profit soon","(Reuters) - Tesla Inc  will be profitable in the third and fourth quarters of this year and will not have to raise any money from investors, billionaire Chief Executive Elon Musk said on Friday, driving shares in the electric carmaker higher.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=zo3y0Mf7Zjo:u1iIBS31cTk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=zo3y0Mf7Zjo:u1iIBS31cTk:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=zo3y0Mf7Zjo:u1iIBS31cTk:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=zo3y0Mf7Zjo:u1iIBS31cTk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=zo3y0Mf7Zjo:u1iIBS31cTk:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/zo3y0Mf7Zjo"" height=""1"" width=""1"" alt=""""/>","Tesla Inc  will be profitable in the third and fourth quarters of this year and will not have to raise any money from investors, billionaire Chief Executive Elon Musk said on Friday, driving shares in the electric carmaker higher.",businessNews,0
52,Trump says U.S. will only rejoin Pacific trade pact if terms are improved,"WASHINGTON/TOKYO (Reuters) - U.S. President Donald Trump said the United States would only join the Trans Pacific Partnership, a multinational trade deal his administration walked away from last year, if it offered ""substantially better"" terms than those provided under previous negotiations.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=QMXVKM0u2CU:Spna4Fkez2g:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=QMXVKM0u2CU:Spna4Fkez2g:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=QMXVKM0u2CU:Spna4Fkez2g:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=QMXVKM0u2CU:Spna4Fkez2g:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=QMXVKM0u2CU:Spna4Fkez2g:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/QMXVKM0u2CU"" height=""1"" width=""1"" alt=""""/>","U.S. President Donald Trump said the United States would only join the Trans Pacific Partnership, a multinational trade deal his administration walked away from last year, if it offered ""substantially better"" terms than those provided under previous negotiations.",businessNews,0
53,Wells Fargo faces $1 billion fine from loan abuses,"(Reuters) - Two U.S. regulators have proposed Wells Fargo & Co  pay $1 billion in penalties to resolve probes into auto insurance and mortgage lending abuses at the third largest U.S. bank, overshadowing its first quarter results.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=NQDCk4oW0xg:qFUg8chSyow:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=NQDCk4oW0xg:qFUg8chSyow:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=NQDCk4oW0xg:qFUg8chSyow:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=NQDCk4oW0xg:qFUg8chSyow:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=NQDCk4oW0xg:qFUg8chSyow:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/NQDCk4oW0xg"" height=""1"" width=""1"" alt=""""/>","Two U.S. regulators have proposed Wells Fargo & Co  pay $1 billion in penalties to resolve probes into auto insurance and mortgage lending abuses at the third largest U.S. bank, overshadowing its first quarter results.",businessNews,0
54,Facebook CEO's compensation jumps to $8.9 million as security costs soar,"(Reuters) - Facebook Inc  Chief Executive Mark Zuckerberg's compensation rose 53.5 percent to $8.9 million in 2017, a regulatory filing showed on Friday, largely due to higher costs related to the 33-year old billionaire's personal security.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=vQgfpNZ-CXs:bxuv3NeNk6E:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=vQgfpNZ-CXs:bxuv3NeNk6E:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=vQgfpNZ-CXs:bxuv3NeNk6E:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=vQgfpNZ-CXs:bxuv3NeNk6E:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=vQgfpNZ-CXs:bxuv3NeNk6E:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/vQgfpNZ-CXs"" height=""1"" width=""1"" alt=""""/>","Facebook Inc  Chief Executive Mark Zuckerberg's compensation rose 53.5 percent to $8.9 million in 2017, a regulatory filing showed on Friday, largely due to higher costs related to the 33-year old billionaire's personal security.",businessNews,0
55,"GE books $4.2 billion charge, restates earnings as expected","NEW YORK (Reuters) - General Electric Co  said on Friday it took a $4.24 billion equity charge and reduced earnings for the last two years by 30 cents a share, figures in line with expectations the company set earlier this year when it said it would comply with new accounting standards.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=3u6c70oSHnI:KDVVYH5bR1w:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=3u6c70oSHnI:KDVVYH5bR1w:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=3u6c70oSHnI:KDVVYH5bR1w:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=3u6c70oSHnI:KDVVYH5bR1w:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=3u6c70oSHnI:KDVVYH5bR1w:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/3u6c70oSHnI"" height=""1"" width=""1"" alt=""""/>","General Electric Co  said on Friday it took a $4.24 billion equity charge and reduced earnings for the last two years by 30 cents a share, figures in line with expectations the company set earlier this year when it said it would comply with new accounting standards.",businessNews,0
56,U.S. bank executives see delayed boost from tax overhaul,"NEW YORK (Reuters) - Banks have not reaped the full benefit of U.S. tax cuts, Wall Street executives said on Friday after a string of quarterly results, with expected business growth and higher consumer spending yet to materialize.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=5a03Bd5Ukl0:TGC4nJJnkyY:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=5a03Bd5Ukl0:TGC4nJJnkyY:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=5a03Bd5Ukl0:TGC4nJJnkyY:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=5a03Bd5Ukl0:TGC4nJJnkyY:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=5a03Bd5Ukl0:TGC4nJJnkyY:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/5a03Bd5Ukl0"" height=""1"" width=""1"" alt=""""/>","Banks have not reaped the full benefit of U.S. tax cuts, Wall Street executives said on Friday after a string of quarterly results, with expected business growth and higher consumer spending yet to materialize.",businessNews,0
57,U.S. lowers NAFTA key auto content demand: auto executives,"MEXICO CITY/WASHINGTON (Reuters) - U.S. trade negotiators have significantly softened their demands to increase regional automotive content under a reworked NAFTA trade pact in an effort to move more quickly towards a deal in the next few weeks, auto industry executives said on Friday.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=1liBdVg0JLg:5XL-2AElahY:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=1liBdVg0JLg:5XL-2AElahY:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=1liBdVg0JLg:5XL-2AElahY:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=1liBdVg0JLg:5XL-2AElahY:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=1liBdVg0JLg:5XL-2AElahY:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/1liBdVg0JLg"" height=""1"" width=""1"" alt=""""/>","U.S. trade negotiators have significantly softened their demands to increase regional automotive content under a reworked NAFTA trade pact in an effort to move more quickly towards a deal in the next few weeks, auto industry executives said on Friday.",businessNews,0
58,German interior minister rejects union's six percent wage demand,"BERLIN (Reuters) - German Interior Minister Horst Seehofer said on Saturday he would press for ""reasonable results"" in the next round of pay talks with more than two million public sector workers, but he rejected the Verdi union's demand for a six percent increase.<div class=""feedflare"">
<a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=F52zZWLGBNI:Ndc_KOcIE6Y:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=F52zZWLGBNI:Ndc_KOcIE6Y:F7zBnMyn0Lo""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=F52zZWLGBNI:Ndc_KOcIE6Y:F7zBnMyn0Lo"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~ff/reuters/businessNews?a=F52zZWLGBNI:Ndc_KOcIE6Y:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/reuters/businessNews?i=F52zZWLGBNI:Ndc_KOcIE6Y:V_sGLiPBpWU"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/reuters/businessNews/~4/F52zZWLGBNI"" height=""1"" width=""1"" alt=""""/>","German Interior Minister Horst Seehofer said on Saturday he would press for ""reasonable results"" in the next round of pay talks with more than two million public sector workers, but he rejected the Verdi union's demand for a six percent increase.",businessNews,0
